no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"222","EA","EX142005109","Paper/board","S","Independent Waste Paper
Producers Ltd","1247369","Active","07/04/2014","07/04/2014","Accredited Exporters","Heritage House, DAVENTRY Northants NN11 4GD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"223","EA","EX14200213","Paper/board","L","International Forest Products (UK)
Ltd","00743374","Active","01/01/2014","01/01/2014","Accredited Exporters","St. Anne's House NEWBURY Berkshire RG14 1JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"224","EA","EX14200211","Paper/board","L","International Recovered Paper Ltd","3947775","Active","01/01/2014","01/01/2014","Accredited Exporters","239 Kensington Hight Street LONDON LONDON W8 6SN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"225","EA","EX14200120","Paper/board","L","J&H Sales International Ltd","2495404","Active","01/01/2014","01/01/2014","Accredited Exporters","11a Cambridge Park WANSTEAD London E11 2PU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"226","EA","EX142014101","Paper/board","L","LANDON GLOBAL LTD","05888329","Active","01/01/2014","01/01/2014","Accredited Exporters","40 PRINCESS STREET MANCHESTER LANCASHIRE M1 6DE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"227","EA","EX142008115","Paper/board","L","Mark Lyndon Paper Enterprises UK
Ltd","6287200","Active","01/01/2014","01/01/2014","Accredited Exporters","12 The Triangle NOTTINGHAM Nottinghamshire NG2 1AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"228","EA","EX142006670","Paper/board","L","McCarthy (UK) Ltd","3024621","Active","01/01/2014","01/01/2014","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"229","EA","EX142006653","Paper/board","L","MLM Ltd","5372017","Active","01/01/2014","01/01/2014","Accredited Exporters","Landmark House CHEADLE HULME Cheshire SK8 7BS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"230","EA","EX142005113","Paper/board","L","Monoworld Ltd","4080642","Active","01/01/2014","01/01/2014","Accredited Exporters","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"231","EA","EX142013186","Paper/board","L","Oatley Resources Ltd","07924593","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 304 DARWEN Lancashire BB31AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"232","EA","EX142014143","Paper/board","S","PGP Polymer Limited","08314387","Active","17/04/2014","17/04/2014","Accredited Exporters","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"233","EA","EX142008111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2014","01/01/2014","Accredited Exporters","Amington House, 17 Galena Close TAMWORTH B77 4AS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"234","EA","EX142014124","Paper/board","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2014","01/01/2014","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"235","EA","EX14200319","Paper/board","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"236","EA","EX142009180","Paper/board","L","Vipa Lausanne SA","00866521","Active","01/01/2014","01/01/2014","Accredited Exporters","GALERIES BENJAMIN-CONSTANT, 1 VAUD 1002 LAUSANNE N6 4DJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"237","EA","EX142009104","Paper/board","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"238","EA","EX142013178","Paper/board","L","Visy Recycling Europe Ltd","07199767","Active","07/01/2014","07/01/2014","Accredited Exporters","2 New Street Square LONDON EC4A 3BZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"239","EA","EX142007774","Paper/board","L","Wai Sang (Europe) Recycle Ltd","04966801","Active","01/01/2014","01/01/2014","Accredited Exporters","UNIT 6 VALE PARK IND EST CRUMPSALL MANCHESTER M8 0GF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"240","EA","EX14200122","Paper/board","L","Williams Recycling UK Ltd","2748860","Active","10/02/2014","10/02/2014","Accredited Exporters","A5 WATLING STREET BURBAGE Leicestershire LE10 3AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"241","NRW","WX142013162","Paper/board","L","D S Smith Recycling","00214967","Active","01/01/2014","01/01/2014","Accredited Exporters","DS Smith Recycling UK Ltd CARPHILLY CARPHILLY CF83 2AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"242","NRW","WX142014703","Paper/board","L","Ecogen Commodities Limited","09002868","Active","10/07/2014","10/07/2014","Accredited Exporters","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"243","NRW","WX142013701","Paper/board","L","Econ Recycling Limited","8300420","Active","01/01/2014","01/01/2014","Accredited Exporters","Raleigh House NEWPORT Gwent NP18 2LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"244","NRW","WX14200323","Paper/board","L","Paper Trade Ltd","4795100","Active","01/01/2014","01/01/2014","Accredited Exporters","15TH FLOOR CARDIFF CF24 0EB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"245","NIEA","NX142014103","Paper/board","L","Marton Logistics Ltd","NI603847","Active","03/06/2014","03/06/2014","Accredited Exporters","24 Tamary Road Mayobridge NEWRY Down BT34 2HW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"246","NIEA","NX142009103","Paper/board","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"247","SEPA","SX142013110","Paper/board","S","WRC Recycling","SC370000","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","45 INCHINNAN Renfrew PA49RR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"248","EA","EX142009179","Plastic","L","99P Recycling Limited","6090301","Active","01/01/2014","01/01/2014","Accredited Exporters","Office 3/13 MANCHESTER Lancashire M35 9BG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"249","EA","EX142008117","Plastic","L","AGYL LTD","04957212","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit F12A LONDON London E16 1AH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"250","EA","EX142014108","Plastic","L","All Express Industry Ltd","6672341","Active","01/01/2014","01/01/2014","Accredited Exporters","UNIT 11, BAYS 1 &2 BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"251","EA","EX142013168","Plastic","L","Asia Global Trade Ltd","4711414","Active","24/01/2014","24/01/2014","Accredited Exporters","Crown House LONDON W14 8TH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"252","EA","EX142014122","Plastic","L","Bolton Brothers Ltd","3745354","Active","28/01/2014","28/01/2014","Accredited Exporters","Bramford Road IPSWICH Suffolk IP6 0SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"253","EA","EX142014155","Plastic","S","BW Recycling Ltd","08094989","Active","24/06/2014","24/06/2014","Accredited Exporters","Cinder hill works HALIFAX West yorkshire HX3 9JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"254","EA","EX142013101","Plastic","S","Chase Recycling Solutions Ltd","07729445","Active","01/01/2014","01/01/2014","Accredited Exporters","Fengate Drove BRANDON Norfolk IP27 0PW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"255","EA","EX14199931","Plastic","L","Choice Packaging Solutions Ltd","3379742","Active","01/01/2014","01/01/2014","Accredited Exporters","Choice Packaging Solutions Limited MILTON KEYNES Buckinghamshire MK11 3DP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"256","EA","EX142011106","Plastic","S","Choice Trading International Ltd","5210770","Active","01/01/2014","01/01/2014","Accredited Exporters","Denmark House MILTON KEYNES Buckinghamshire MK11 3DP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"257","EA","EX142013193","Plastic","S","CK Polymers (Asia) Limited","1910224","Active","01/01/2014","01/01/2014","Accredited Exporters","Flat G, 7/F High Win Factory Building KOWLOON LN8 6HF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"258","EA","EX142008131","Plastic","L","CK Polymers (Hong Kong) Limited","X855991","Active","01/01/2014","01/01/2014","Accredited Exporters","Flat G, 7/F KWUN TONG LN8 6HF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"259","EA","EX142013108","Plastic","L","CKN Holdings Limited","02560812","Active","06/01/2014","06/01/2014","Accredited Exporters","Unit 5 MARKET RASEN Lincolnshire LN8 6HF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"260","EA","EX142012120","Plastic","L","Cycle Link (UK) Limited","6903278","Active","01/01/2014","11/12/2014","Accredited Exporters","6 LORDS COURT BASILDON United Kingdom SS13 1SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"261","EA","EX14200432","Plastic","S","Dojan Waste Management Services
Ltd","4846278","Active","01/01/2014","01/01/2014","Accredited Exporters","19 School Lane EATON Cheshire CW12 2NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"262","EA","EX142014120","Plastic","L","DTS Trading Limited","08065330","Active","21/01/2014","21/01/2014","Accredited Exporters","20 The Furlong DROITWICH Worcestershire WR9 9AH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"263","EA","EX14200450","Plastic","L","ECO Plastics Ltd.","3948149","Cancelled","01/01/2014","11/12/2014","Accredited Exporters","Hemswell Business Park HEMSWELL Lincolnshire DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"264","EA","EX142009197","Plastic","L","Ecosky Environmental Solutions Ltd","6850974","Active","01/01/2014","01/01/2014","Accredited Exporters","Davenport House LONDON E14 9RP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"265","EA","EX142014163","Plastic","S","Emerald Trading Waste Solutions
Ltd","6949795","Active","26/09/2014","26/09/2014","Accredited Exporters","Unit E Aston Road Business Park SHREWSBURY Shropshire SY4 5BA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"266","EA","EX14200111","Plastic","L","Eurokey Recycling Ltd","03089592","Active","02/01/2014","02/01/2014","Accredited Exporters","Kelsall House TELFORD Shropshire TF3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"267","EA","EX142014169","Plastic","L","Evolve Polymers Limited","9343045","Active","18/12/2014","18/12/2014","Accredited Exporters","Hemswell Business Park HEMSWELL Lincoln DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"268","EA","EX142009209","Plastic","L","Failand Paper Services Ltd","1720270","Active","01/01/2014","01/01/2014","Accredited Exporters","Failand Paper Services Ltd BRISTOL BS8 1SB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"269","EA","EX142014148","Plastic","S","Forever Recycling UK Ltd","7220495","Active","25/04/2014","25/04/2014","Accredited Exporters","88 Rowrah Crescent MANCHESTER M24 4NW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"270","EA","EX142012115","Plastic","L","GFSL Limited","03897717","Active","06/01/2014","06/01/2014","Accredited Exporters","96 Toft Hill BISHOP AUCKLAND County Durham DL14 0JA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"271","EA","EX142014153","Plastic","L","Global Plastic (UK) Ltd","08614293","Active","10/06/2014","10/06/2014","Accredited Exporters","56 Cedar Drive ATTLEBOROUGH NORFOLK NR17 2EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"272","EA","EX142014119","Plastic","S","Green Meadow Ltd T/A Acorn
Recyclers","03628414","Active","03/01/2014","03/01/2014","Accredited Exporters","Unit 61 Wymeswold Industrial Park LOUGHBOROUGH Leicestershire LE12 5TY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"273","EA","EX142014135","Plastic","L","Greenway Waste Recycling Limited","7281560","Active","20/03/2014","20/03/2014","Accredited Exporters","Recycling House TELFORD Shropshire TF1 5HW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"274","EA","EX142009117","Plastic","L","Ideal Recycling Ltd","05838501","Active","01/01/2014","01/01/2014","Accredited Exporters","1119A Ashton Old Road MANCHESTER LANCASHIRE M11 1AA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"275","EA","EX142014147","Plastic","S","Intelipac Ltd","4352675","Active","07/04/2014","07/04/2014","Accredited Exporters","2, Stone Cross Court, WARRINGTON, CHESHIRE WA3 3JD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"276","EA","EX142008130","Plastic","L","International Forest Products (UK)
Ltd","00743374","Active","01/01/2014","01/01/2014","Accredited Exporters","St. Anne's House NEWBURY Berkshire RG14 1JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"277","EA","EX14199915","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2014","01/01/2014","Accredited Exporters","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"278","EA","EX142014156","Plastic","S","Jeremy Freeth trading as -
Thamesdown Recycling","00000000","Active","30/06/2014","30/06/2014","Accredited Exporters","Kingshill Recycling Centre SWINDON Wiltshire SN6 6JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"279","EA","EX142014132","Plastic","S","JFC PLASTICS LTD (Runcorn)","1038712","Active","11/03/2014","11/03/2014","Accredited Exporters","JFC Plastics Ltd RUNCORN Cheshire WA7 1PH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"280","EA","EX142010103","Plastic","L","LANDON GLOBAL LTD","05888329","Active","01/01/2014","01/01/2014","Accredited Exporters","40 PRINCESS STREET MANCHESTER LANCASHIRE M1 6DE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"281","EA","EX142013185","Plastic","L","LEOPARD RECYCLING LTD","08316565","Active","04/02/2014","04/02/2014","Accredited Exporters","Unit 31 SHERBURN-IN-ELMET West Yorkshire LS25 6ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"282","EA","EX142013170","Plastic","L","Love Waste Limited","7550339","Active","06/01/2014","06/01/2014","Accredited Exporters","1 Warburton Hey RAINHILL Merseyside L35 4LE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"283","EA","EX142014128","Plastic","L","Lovell Recycling Ltd","07286174","Active","10/02/2014","10/02/2014","Accredited Exporters","Unit 7 Epic Park TELFORD Shropshire TF74BF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"284","EA","EX142014154","Plastic","S","Lynx Recycling & Recovery Ltd","07287499","Active","20/06/2014","20/06/2014","Accredited Exporters","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"285","EA","EX142009217","Plastic","L","MLM Ltd","5372017","Active","01/01/2014","01/01/2014","Accredited Exporters","Landmark House CHEADLE HULME Cheshire SK8 7BS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"286","EA","EX14200217","Plastic","L","Monoworld Ltd","4080642","Active","01/01/2014","01/01/2014","Accredited Exporters","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"287","EA","EX142005163","Plastic","L","Moore's Recycling Ltd","02544707","Active","01/01/2014","01/01/2014","Accredited Exporters","Manor Road FROME Somerset BA11 4BG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"288","EA","EX142014103","Plastic","S","NEW DAY RECYCLING LTD","8190172","Active","01/01/2014","01/01/2014","Accredited Exporters","3 Warwick Court STOKE PRIOR Bromsgrove B60 4AD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"289","EA","EX142013187","Plastic","L","Oatley Resources Ltd","07924593","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 304 DARWEN Lancashire BB31AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"290","EA","EX142014146","Plastic","S","PGP Polymer Limited","08314387","Active","17/04/2014","17/04/2014","Accredited Exporters","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"291","EA","EX142014149","Plastic","S","Polymelt Ltd","8332275","Active","30/04/2014","30/04/2014","Accredited Exporters","Unit 6 DUKINFIELD Cheshire SK16 4QZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"292","EA","EX142012123","Plastic","L","PPS Recovery Systems Ltd","2484081","Active","01/01/2014","01/01/2014","Accredited Exporters","1 Metro Centre PETERBOROUGH Cambs PE2 7UH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"293","EA","EX142014127","Plastic","S","Puzhou International Ltd","06971257","Active","04/02/2014","04/02/2014","Accredited Exporters","St Peters Gate SUNDERLAND Tyne & Wear SR6 0AN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"294","EA","EX142009115","Plastic","L","Regenthill Limited","3766746","Active","01/01/2014","01/01/2014","Accredited Exporters","Fyfield Road ANDOVER Hampshire SP118DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"295","EA","EX142014161","Plastic","S","Restart Recycling Ltd","08225072","Active","19/09/2014","19/09/2014","Accredited Exporters","Unit 1-3 HUYTON Merseyside L36 6AP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"296","EA","EX142014129","Plastic","L","RIS Recycling Trading LTD","08516962","Active","12/02/2014","12/02/2014","Accredited Exporters","5 RAINHAM RM13 8FS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"297","EA","EX14199930","Plastic","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2014","01/01/2014","Accredited Exporters","Units 1 - 3 SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"298","EA","EX142014104","Plastic","L","S.T GREENDAY LTD","8473623","Active","01/01/2014","01/01/2014","Accredited Exporters","Suite 2, Cranes House BASILDON ESSEX SS14 3DP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"299","EA","EX142014141","Plastic","L","Soaroc International Ltd","07729846","Active","16/04/2014","16/04/2014","Accredited Exporters","BizSpace ALTRINCHAM Cheshire WA14 5NQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"300","EA","EX142014126","Plastic","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2014","01/01/2014","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"301","EA","EX142014117","Plastic","S","Sun Recycling Ltd","05315322","Active","07/01/2014","07/01/2014","Accredited Exporters","Unit 17 MANCHESTER Lancashire M17 1EH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"302","EA","EX142013192","Plastic","L","TDG RECYCLED PLASTICS LIMITED","5033241","Active","01/01/2014","01/01/2014","Accredited Exporters","Hereford House HEREFORD Herefordshire HR1 2LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"303","EA","EX142012116","Plastic","L","Tippabush Limited T/A Green Ant
Plastic Recycling","4962098","Active","01/01/2014","01/01/2014","Accredited Exporters","6 Bridge Street LOUTH Lincolnshire LN11 0DP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"304","EA","EX142012103","Plastic","L","Trades Consulting Environment Ltd","04054363","Active","20/01/2014","20/01/2014","Accredited Exporters","1 Hardwick's Square LONDON London SW18 5BJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"305","EA","EX142009160","Plastic","L","United Commercial Trading(UK) Ltd","6375066","Active","01/01/2014","01/01/2014","Accredited Exporters","28 KINGSLAND GRANGE WARRINGTON Lancashire WA1 4RW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"306","EA","EX1420013","Plastic","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"307","EA","EX142009107","Plastic","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"308","EA","EX142013179","Plastic","L","Visy Recycling Europe Ltd","07199767","Active","07/01/2014","07/01/2014","Accredited Exporters","2 New Street Square LONDON EC4A 3BZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"309","EA","EX142014109","Plastic","L","W R Fibers UK Ltd","08421977","Active","01/01/2014","01/01/2014","Accredited Exporters","6 Lords Court BASILDON essex SS13 1SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"310","EA","EX142007775","Plastic","L","Wai Sang (Europe) Recycle Ltd","04966801","Active","01/01/2014","01/01/2014","Accredited Exporters","UNIT 6 VALE PARK IND EST CRUMPSALL MANCHESTER M8 0GF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"311","EA","EX142014162","Plastic","L","WANGUO UK LTD","08747046","Active","23/09/2014","23/09/2014","Accredited Exporters","Suite S9 BIRMINGHAM B31 2TS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"312","EA","EX142009203","Plastic","L","WHAT-A-WASTE LIMITED","05794416","Active","01/01/2014","01/01/2014","Accredited Exporters","Hangar No.1 LICHFIELD Staffordshire WS13 8EN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"313","EA","EX142012117","Plastic","L","Williams Recycling UK Ltd","2748860","Active","10/02/2014","10/02/2014","Accredited Exporters","A5 WATLING STREET BURBAGE Leicestershire LE10 3AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"314","NRW","WX142014701","Plastic","L","D S Smith Recycling","00214967","Active","07/04/2014","07/04/2014","Accredited Exporters","DS Smith Recycling UK Ltd CARPHILLY CARPHILLY CF83 2AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"315","NRW","WX142014706","Plastic","L","Ecogen Commodities Limited","09002868","Active","10/07/2014","10/07/2014","Accredited Exporters","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"316","NRW","WX142013704","Plastic","L","Econ Recycling Limited","8300420","Active","01/01/2014","01/01/2014","Accredited Exporters","Raleigh House NEWPORT Gwent NP18 2LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"317","NRW","EX142014134","Plastic","S","Thorncroft Steel Ltd","8413389","Suspended","21/03/2014","06/11/2014","Accredited Exporters","14a Pologrounds Industrial Estate NEW INN Pontypool NP4 0TW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"318","NIEA","NX142012104","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"319","NIEA","NX142014106","Plastic","L","Marton Logistics Ltd","NI603847","Active","03/06/2014","03/06/2014","Accredited Exporters","24 Tamary Road Mayobridge NEWRY Down BT34 2HW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"320","NIEA","NX142014102","Plastic","L","RecyCo","NI049526","Active","01/01/2014","01/01/2014","Accredited Exporters","89 Barony Road OMAGH Co Tyrone BT79 7QG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"321","NIEA","NX142006152","Plastic","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"322","NIEA","NX142012102","Plastic","L","Vanden Recycling Ltd","NI611544","Active","01/01/2014","01/01/2014","Accredited Exporters","Floor 2 LISBURN Antrim BT28 1TW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"323","SEPA","SX142013113","Plastic","S","WRC Recycling","SC370000","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","45 INCHINNAN Renfrew PA49RR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"324","EA","EX142014139","Steel","L","Alutrade Ltd","1806258","Active","11/04/2014","11/04/2014","Accredited Exporters","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"325","EA","EX142013167","Steel","L","Asia Global Trade Ltd","4711414","Active","24/01/2014","24/01/2014","Accredited Exporters","Crown House LONDON W14 8TH","R4 Recycling/reclamation of metals and metal compounds"
"326","EA","EX14200434","Steel","S","Dojan Waste Management Services
Ltd","4846278","Active","01/01/2014","01/01/2014","Accredited Exporters","19 School Lane EATON Cheshire CW12 2NG","R4 Recycling/reclamation of metals and metal compounds"
