"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"1814",2029,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0000000000442715012268587
"1815",2030,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1816",2031,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.00000000000000159377404416691
"1817",2032,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1818",2033,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0000000000000000000573758655900097
"1819",2034,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1820",2035,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.00000000000000000000000206553116124035
"1821",2036,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1822",2037,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0000000000000000000000000000743591218046539
"1823",2038,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1824",2039,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.00000000000000000000000000000000267692838496759
"1825",2040,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1826",2041,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0000000000000000000000000000000000000963694218588317
"1827",2042,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1828",2014,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1829",2015,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1830",2016,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1831",2017,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1832",2018,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1833",2019,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1834",2020,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",20.327163152
"1835",2021,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",43.094820221088
"1836",2022,"littering","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",21.8462280626735
"1837",2023,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1838",2024,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",43.1531170642103
"1839",2025,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.5010939776147
"1840",2026,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.7653121161343
"1841",2027,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.9950678073032
"1842",2028,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.1712616331562
"1843",2029,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.2928475502011
"1844",2030,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.4074427946988
"1845",2031,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.5147253832318
"1846",2032,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.6148168077006
"1847",2033,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.7079696191538
"1848",2034,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.7942721422851
"1849",2035,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.8739707271463
"1850",2036,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.9475105356371
"1851",2037,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.0161369367862
"1852",2038,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.0811644183793
"1853",2039,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.1431354134897
"1854",2040,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.2024260675191
"1855",2041,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.2592544835949
"1856",2042,"littering","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.3133632730984
"1857",2014,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",51919.6
"1858",2015,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",51919.5650731506
"1859",2016,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",51902.764270191
"1860",2017,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",52077.7089160693
"1861",2018,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",56648.8400597888
"1862",2019,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",56984.4711460824
"1863",2020,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",65080.1381414687
"1864",2021,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",70856.9789659304
"1865",2022,"Mechanical recycling","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",94595.108734699
"1866",2023,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99167.7608722298
"1867",2024,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",97329.0535577146
"1868",2025,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",97920.82492105
"1869",2026,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",98402.3517627072
"1870",2027,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",98771.9612969995
"1871",2028,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99027.2378341999
"1872",2029,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99267.281627959
"1873",2030,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99492.0171199511
"1874",2031,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99701.6931057575
"1875",2032,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",99896.8369427654
"1876",2033,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100077.63544533
"1877",2034,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100244.602638616
"1878",2035,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100398.668023351
"1879",2036,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100542.429586985
"1880",2037,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100678.638610311
"1881",2038,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100808.440848131
"1882",2039,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",100932.625867261
"1883",2040,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",101051.652323335
"1884",2041,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",101164.987281198
"1885",2042,"Mechanical recycling","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",101271.989896328
"1886",2014,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1887",2015,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1888",2016,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1889",2017,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1890",2018,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1891",2019,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1892",2020,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1893",2021,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1894",2022,"Mechanical recycling","Other","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1895",2023,"Mechanical recycling","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1896",2024,"Mechanical recycling","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",127.63475390629
"1897",2025,"Mechanical recycling","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",293.967210344579
"1898",2026,"Mechanical recycling","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",150.365208656247
"1899",2027,"Mechanical recycling","Other","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0105828195723916
